"X","Notes","ICD.Chapter","ICD.Chapter.Code","State","State.Code","Year","Year.Code","Deaths","Population","Crude.Rate"
3195,"","Diseases of the nervous system","G00-G98","Hawaii",15,2007,2007,481,1315675,36.6
3196,"","Diseases of the nervous system","G00-G98","Hawaii",15,2008,2008,405,1332213,30.4
3197,"","Diseases of the nervous system","G00-G98","Hawaii",15,2009,2009,489,1346717,36.3
3198,"","Diseases of the nervous system","G00-G98","Hawaii",15,2010,2010,418,1360301,30.7
3199,"","Diseases of the nervous system","G00-G98","Idaho",16,1999,1999,418,1275674,32.8
3200,"","Diseases of the nervous system","G00-G98","Idaho",16,2000,2000,469,1293953,36.2
3201,"","Diseases of the nervous system","G00-G98","Idaho",16,2001,2001,518,1319962,39.2
3202,"","Diseases of the nervous system","G00-G98","Idaho",16,2002,2002,554,1340372,41.3
3203,"","Diseases of the nervous system","G00-G98","Idaho",16,2003,2003,588,1363380,43.1
3204,"","Diseases of the nervous system","G00-G98","Idaho",16,2004,2004,611,1391802,43.9
3205,"","Diseases of the nervous system","G00-G98","Idaho",16,2005,2005,682,1428241,47.8
3206,"","Diseases of the nervous system","G00-G98","Idaho",16,2006,2006,667,1468669,45.4
3207,"","Diseases of the nervous system","G00-G98","Idaho",16,2007,2007,713,1505105,47.4
3208,"","Diseases of the nervous system","G00-G98","Idaho",16,2008,2008,667,1534320,43.5
3209,"","Diseases of the nervous system","G00-G98","Idaho",16,2009,2009,672,1554439,43.2
3210,"","Diseases of the nervous system","G00-G98","Idaho",16,2010,2010,710,1567582,45.3
3211,"","Diseases of the nervous system","G00-G98","Illinois",17,1999,1999,3754,12359020,30.4
3212,"","Diseases of the nervous system","G00-G98","Illinois",17,2000,2000,4000,12419293,32.2
3213,"","Diseases of the nervous system","G00-G98","Illinois",17,2001,2001,4051,12488445,32.4
3214,"","Diseases of the nervous system","G00-G98","Illinois",17,2002,2002,4429,12525556,35.4
3215,"","Diseases of the nervous system","G00-G98","Illinois",17,2003,2003,4585,12556006,36.5
3216,"","Diseases of the nervous system","G00-G98","Illinois",17,2004,2004,4654,12589773,37
3217,"","Diseases of the nervous system","G00-G98","Illinois",17,2005,2005,5025,12609903,39.8
3218,"","Diseases of the nervous system","G00-G98","Illinois",17,2006,2006,4928,12643955,39
3219,"","Diseases of the nervous system","G00-G98","Illinois",17,2007,2007,4881,12695866,38.4
3220,"","Diseases of the nervous system","G00-G98","Illinois",17,2008,2008,5498,12747038,43.1
3221,"","Diseases of the nervous system","G00-G98","Illinois",17,2009,2009,5180,12796778,40.5
3222,"","Diseases of the nervous system","G00-G98","Illinois",17,2010,2010,5239,12830632,40.8
3223,"","Diseases of the nervous system","G00-G98","Indiana",18,1999,1999,2017,6044969,33.4
3224,"","Diseases of the nervous system","G00-G98","Indiana",18,2000,2000,2236,6080485,36.8
3225,"","Diseases of the nervous system","G00-G98","Indiana",18,2001,2001,2310,6127760,37.7
3226,"","Diseases of the nervous system","G00-G98","Indiana",18,2002,2002,2519,6155967,40.9
3227,"","Diseases of the nervous system","G00-G98","Indiana",18,2003,2003,2724,6196638,44
3228,"","Diseases of the nervous system","G00-G98","Indiana",18,2004,2004,2671,6233007,42.9
3229,"","Diseases of the nervous system","G00-G98","Indiana",18,2005,2005,2814,6278616,44.8
3230,"","Diseases of the nervous system","G00-G98","Indiana",18,2006,2006,2918,6332669,46.1
3231,"","Diseases of the nervous system","G00-G98","Indiana",18,2007,2007,2887,6379599,45.3
3232,"","Diseases of the nervous system","G00-G98","Indiana",18,2008,2008,3284,6424806,51.1
3233,"","Diseases of the nervous system","G00-G98","Indiana",18,2009,2009,3171,6459325,49.1
3234,"","Diseases of the nervous system","G00-G98","Indiana",18,2010,2010,3272,6483802,50.5
3235,"","Diseases of the nervous system","G00-G98","Iowa",19,1999,1999,1205,2917634,41.3
3236,"","Diseases of the nervous system","G00-G98","Iowa",19,2000,2000,1271,2926324,43.4
3237,"","Diseases of the nervous system","G00-G98","Iowa",19,2001,2001,1348,2931997,46
3238,"","Diseases of the nervous system","G00-G98","Iowa",19,2002,2002,1459,2934234,49.7
3239,"","Diseases of the nervous system","G00-G98","Iowa",19,2003,2003,1451,2941999,49.3
3240,"","Diseases of the nervous system","G00-G98","Iowa",19,2004,2004,1474,2953635,49.9
3241,"","Diseases of the nervous system","G00-G98","Iowa",19,2005,2005,1683,2964454,56.8
3242,"","Diseases of the nervous system","G00-G98","Iowa",19,2006,2006,1760,2982644,59
3243,"","Diseases of the nervous system","G00-G98","Iowa",19,2007,2007,1849,2999212,61.6
3244,"","Diseases of the nervous system","G00-G98","Iowa",19,2008,2008,2048,3016734,67.9
3245,"","Diseases of the nervous system","G00-G98","Iowa",19,2009,2009,1965,3032870,64.8
3246,"","Diseases of the nervous system","G00-G98","Iowa",19,2010,2010,2169,3046355,71.2
3247,"","Diseases of the nervous system","G00-G98","Kansas",20,1999,1999,969,2678338,36.2
3248,"","Diseases of the nervous system","G00-G98","Kansas",20,2000,2000,1073,2688418,39.9
3249,"","Diseases of the nervous system","G00-G98","Kansas",20,2001,2001,1165,2702162,43.1
3250,"","Diseases of the nervous system","G00-G98","Kansas",20,2002,2002,1281,2713535,47.2
3251,"","Diseases of the nervous system","G00-G98","Kansas",20,2003,2003,1348,2723004,49.5
3252,"","Diseases of the nervous system","G00-G98","Kansas",20,2004,2004,1322,2734373,48.3
3253,"","Diseases of the nervous system","G00-G98","Kansas",20,2005,2005,1502,2745299,54.7
3254,"","Diseases of the nervous system","G00-G98","Kansas",20,2006,2006,1430,2762931,51.8
3255,"","Diseases of the nervous system","G00-G98","Kansas",20,2007,2007,1478,2783785,53.1
3256,"","Diseases of the nervous system","G00-G98","Kansas",20,2008,2008,1540,2808076,54.8
3257,"","Diseases of the nervous system","G00-G98","Kansas",20,2009,2009,1421,2832704,50.2
3258,"","Diseases of the nervous system","G00-G98","Kansas",20,2010,2010,1416,2853118,49.6
3259,"","Diseases of the nervous system","G00-G98","Kentucky",21,1999,1999,1311,4018053,32.6
3260,"","Diseases of the nervous system","G00-G98","Kentucky",21,2000,2000,1455,4041769,36
3261,"","Diseases of the nervous system","G00-G98","Kentucky",21,2001,2001,1561,4068132,38.4
3262,"","Diseases of the nervous system","G00-G98","Kentucky",21,2002,2002,1657,4089875,40.5
3263,"","Diseases of the nervous system","G00-G98","Kentucky",21,2003,2003,1784,4117170,43.3
3264,"","Diseases of the nervous system","G00-G98","Kentucky",21,2004,2004,1635,4146101,39.4
3265,"","Diseases of the nervous system","G00-G98","Kentucky",21,2005,2005,1851,4182742,44.3
3266,"","Diseases of the nervous system","G00-G98","Kentucky",21,2006,2006,1935,4219239,45.9
3267,"","Diseases of the nervous system","G00-G98","Kentucky",21,2007,2007,1932,4256672,45.4
3268,"","Diseases of the nervous system","G00-G98","Kentucky",21,2008,2008,2206,4289878,51.4
3269,"","Diseases of the nervous system","G00-G98","Kentucky",21,2009,2009,2208,4317074,51.1
3270,"","Diseases of the nervous system","G00-G98","Kentucky",21,2010,2010,2326,4339367,53.6
3271,"","Diseases of the nervous system","G00-G98","Louisiana",22,1999,1999,1304,4460811,29.2
3272,"","Diseases of the nervous system","G00-G98","Louisiana",22,2000,2000,1465,4468976,32.8
3273,"","Diseases of the nervous system","G00-G98","Louisiana",22,2001,2001,1628,4477875,36.4
3274,"","Diseases of the nervous system","G00-G98","Louisiana",22,2002,2002,1840,4497267,40.9
3275,"","Diseases of the nervous system","G00-G98","Louisiana",22,2003,2003,1902,4521042,42.1
3276,"","Diseases of the nervous system","G00-G98","Louisiana",22,2004,2004,1999,4552238,43.9
3277,"","Diseases of the nervous system","G00-G98","Louisiana",22,2005,2005,2225,4576628,48.6
3278,"","Diseases of the nervous system","G00-G98","Louisiana",22,2006,2006,2047,4302665,47.6
3279,"","Diseases of the nervous system","G00-G98","Louisiana",22,2007,2007,2105,4375581,48.1
3280,"","Diseases of the nervous system","G00-G98","Louisiana",22,2008,2008,2110,4435586,47.6
3281,"","Diseases of the nervous system","G00-G98","Louisiana",22,2009,2009,2160,4491648,48.1
3282,"","Diseases of the nervous system","G00-G98","Louisiana",22,2010,2010,2080,4533372,45.9
3283,"","Diseases of the nervous system","G00-G98","Maine",23,1999,1999,653,1266808,51.5
3284,"","Diseases of the nervous system","G00-G98","Maine",23,2000,2000,723,1274923,56.7
3285,"","Diseases of the nervous system","G00-G98","Maine",23,2001,2001,715,1285692,55.6
3286,"","Diseases of the nervous system","G00-G98","Maine",23,2002,2002,775,1295960,59.8
3287,"","Diseases of the nervous system","G00-G98","Maine",23,2003,2003,707,1306513,54.1
3288,"","Diseases of the nervous system","G00-G98","Maine",23,2004,2004,779,1313688,59.3
3289,"","Diseases of the nervous system","G00-G98","Maine",23,2005,2005,763,1318787,57.9
3290,"","Diseases of the nervous system","G00-G98","Maine",23,2006,2006,756,1323619,57.1
3291,"","Diseases of the nervous system","G00-G98","Maine",23,2007,2007,756,1327040,57
3292,"","Diseases of the nervous system","G00-G98","Maine",23,2008,2008,736,1330509,55.3
3293,"","Diseases of the nervous system","G00-G98","Maine",23,2009,2009,781,1329590,58.7
3294,"","Diseases of the nervous system","G00-G98","Maine",23,2010,2010,815,1328361,61.4
3295,"","Diseases of the nervous system","G00-G98","Maryland",24,1999,1999,1459,5254509,27.8
3296,"","Diseases of the nervous system","G00-G98","Maryland",24,2000,2000,1577,5296486,29.8
3297,"","Diseases of the nervous system","G00-G98","Maryland",24,2001,2001,1812,5374691,33.7
3298,"","Diseases of the nervous system","G00-G98","Maryland",24,2002,2002,1669,5440389,30.7
3299,"","Diseases of the nervous system","G00-G98","Maryland",24,2003,2003,1725,5496269,31.4
3300,"","Diseases of the nervous system","G00-G98","Maryland",24,2004,2004,1752,5546935,31.6
3301,"","Diseases of the nervous system","G00-G98","Maryland",24,2005,2005,1775,5592379,31.7
3302,"","Diseases of the nervous system","G00-G98","Maryland",24,2006,2006,1861,5627367,33.1
3303,"","Diseases of the nervous system","G00-G98","Maryland",24,2007,2007,1796,5653408,31.8
3304,"","Diseases of the nervous system","G00-G98","Maryland",24,2008,2008,1944,5684965,34.2
3305,"","Diseases of the nervous system","G00-G98","Maryland",24,2009,2009,1850,5730388,32.3
3306,"","Diseases of the nervous system","G00-G98","Maryland",24,2010,2010,1990,5773552,34.5
3307,"","Diseases of the nervous system","G00-G98","Massachusetts",25,1999,1999,2263,6317345,35.8
3308,"","Diseases of the nervous system","G00-G98","Massachusetts",25,2000,2000,2538,6349097,40
3309,"","Diseases of the nervous system","G00-G98","Massachusetts",25,2001,2001,2745,6397634,42.9
3310,"","Diseases of the nervous system","G00-G98","Massachusetts",25,2002,2002,2793,6417206,43.5
3311,"","Diseases of the nervous system","G00-G98","Massachusetts",25,2003,2003,2713,6422565,42.2
3312,"","Diseases of the nervous system","G00-G98","Massachusetts",25,2004,2004,2832,6412281,44.2
3313,"","Diseases of the nervous system","G00-G98","Massachusetts",25,2005,2005,2803,6403290,43.8
3314,"","Diseases of the nervous system","G00-G98","Massachusetts",25,2006,2006,2732,6410084,42.6
3315,"","Diseases of the nervous system","G00-G98","Massachusetts",25,2007,2007,2918,6431559,45.4
3316,"","Diseases of the nervous system","G00-G98","Massachusetts",25,2008,2008,3023,6468967,46.7
3317,"","Diseases of the nervous system","G00-G98","Massachusetts",25,2009,2009,2924,6517613,44.9
3318,"","Diseases of the nervous system","G00-G98","Massachusetts",25,2010,2010,2977,6547629,45.5
3319,"","Diseases of the nervous system","G00-G98","Michigan",26,1999,1999,3071,9897116,31
3320,"","Diseases of the nervous system","G00-G98","Michigan",26,2000,2000,3321,9938444,33.4
3321,"","Diseases of the nervous system","G00-G98","Michigan",26,2001,2001,3508,9991120,35.1
3322,"","Diseases of the nervous system","G00-G98","Michigan",26,2002,2002,3750,10015710,37.4
3323,"","Diseases of the nervous system","G00-G98","Michigan",26,2003,2003,4017,10041152,40
3324,"","Diseases of the nervous system","G00-G98","Michigan",26,2004,2004,4027,10055315,40
3325,"","Diseases of the nervous system","G00-G98","Michigan",26,2005,2005,4312,10051137,42.9
3326,"","Diseases of the nervous system","G00-G98","Michigan",26,2006,2006,4316,10036081,43
3327,"","Diseases of the nervous system","G00-G98","Michigan",26,2007,2007,4581,10001284,45.8
3328,"","Diseases of the nervous system","G00-G98","Michigan",26,2008,2008,4843,9946889,48.7
3329,"","Diseases of the nervous system","G00-G98","Michigan",26,2009,2009,4670,9901591,47.2
3330,"","Diseases of the nervous system","G00-G98","Michigan",26,2010,2010,4944,9883640,50
3331,"","Diseases of the nervous system","G00-G98","Minnesota",27,1999,1999,1985,4873481,40.7
3332,"","Diseases of the nervous system","G00-G98","Minnesota",27,2000,2000,2137,4919479,43.4
3333,"","Diseases of the nervous system","G00-G98","Minnesota",27,2001,2001,2137,4982796,42.9
3334,"","Diseases of the nervous system","G00-G98","Minnesota",27,2002,2002,2257,5018935,45
3335,"","Diseases of the nervous system","G00-G98","Minnesota",27,2003,2003,2236,5053572,44.2
3336,"","Diseases of the nervous system","G00-G98","Minnesota",27,2004,2004,2214,5087713,43.5
3337,"","Diseases of the nervous system","G00-G98","Minnesota",27,2005,2005,2381,5119598,46.5
3338,"","Diseases of the nervous system","G00-G98","Minnesota",27,2006,2006,2388,5163555,46.2
3339,"","Diseases of the nervous system","G00-G98","Minnesota",27,2007,2007,2246,5207203,43.1
3340,"","Diseases of the nervous system","G00-G98","Minnesota",27,2008,2008,2490,5247018,47.5
3341,"","Diseases of the nervous system","G00-G98","Minnesota",27,2009,2009,2546,5281203,48.2
3342,"","Diseases of the nervous system","G00-G98","Minnesota",27,2010,2010,2720,5303925,51.3
3343,"","Diseases of the nervous system","G00-G98","Mississippi",28,1999,1999,752,2828408,26.6
3344,"","Diseases of the nervous system","G00-G98","Mississippi",28,2000,2000,831,2844658,29.2
3345,"","Diseases of the nervous system","G00-G98","Mississippi",28,2001,2001,861,2852994,30.2
3346,"","Diseases of the nervous system","G00-G98","Mississippi",28,2002,2002,986,2858681,34.5
3347,"","Diseases of the nervous system","G00-G98","Mississippi",28,2003,2003,1037,2868312,36.2
3348,"","Diseases of the nervous system","G00-G98","Mississippi",28,2004,2004,1072,2889010,37.1
3349,"","Diseases of the nervous system","G00-G98","Mississippi",28,2005,2005,1167,2905943,40.2
3350,"","Diseases of the nervous system","G00-G98","Mississippi",28,2006,2006,1227,2904978,42.2
3351,"","Diseases of the nervous system","G00-G98","Mississippi",28,2007,2007,1267,2928350,43.3
3352,"","Diseases of the nervous system","G00-G98","Mississippi",28,2008,2008,1404,2947806,47.6
3353,"","Diseases of the nervous system","G00-G98","Mississippi",28,2009,2009,1397,2958774,47.2
3354,"","Diseases of the nervous system","G00-G98","Mississippi",28,2010,2010,1455,2967297,49
3355,"","Diseases of the nervous system","G00-G98","Missouri",29,1999,1999,1890,5561948,34
3356,"","Diseases of the nervous system","G00-G98","Missouri",29,2000,2000,2069,5595211,37
3357,"","Diseases of the nervous system","G00-G98","Missouri",29,2001,2001,2102,5641142,37.3
3358,"","Diseases of the nervous system","G00-G98","Missouri",29,2002,2002,2170,5674825,38.2
3359,"","Diseases of the nervous system","G00-G98","Missouri",29,2003,2003,2346,5709403,41.1
3360,"","Diseases of the nervous system","G00-G98","Missouri",29,2004,2004,2414,5747741,42
3361,"","Diseases of the nervous system","G00-G98","Missouri",29,2005,2005,2769,5790300,47.8
3362,"","Diseases of the nervous system","G00-G98","Missouri",29,2006,2006,2752,5842704,47.1
3363,"","Diseases of the nervous system","G00-G98","Missouri",29,2007,2007,2820,5887612,47.9
3364,"","Diseases of the nervous system","G00-G98","Missouri",29,2008,2008,3221,5923916,54.4
3365,"","Diseases of the nervous system","G00-G98","Missouri",29,2009,2009,2934,5961088,49.2
3366,"","Diseases of the nervous system","G00-G98","Missouri",29,2010,2010,3242,5988927,54.1
3367,"","Diseases of the nervous system","G00-G98","Montana",30,1999,1999,352,897507,39.2
3368,"","Diseases of the nervous system","G00-G98","Montana",30,2000,2000,379,902195,42
3369,"","Diseases of the nervous system","G00-G98","Montana",30,2001,2001,426,906961,47
3370,"","Diseases of the nervous system","G00-G98","Montana",30,2002,2002,456,911667,50
3371,"","Diseases of the nervous system","G00-G98","Montana",30,2003,2003,419,919630,45.6
3372,"","Diseases of the nervous system","G00-G98","Montana",30,2004,2004,409,930009,44
3373,"","Diseases of the nervous system","G00-G98","Montana",30,2005,2005,473,940102,50.3
3374,"","Diseases of the nervous system","G00-G98","Montana",30,2006,2006,415,952692,43.6
3375,"","Diseases of the nervous system","G00-G98","Montana",30,2007,2007,483,964706,50.1
3376,"","Diseases of the nervous system","G00-G98","Montana",30,2008,2008,526,976415,53.9
3377,"","Diseases of the nervous system","G00-G98","Montana",30,2009,2009,507,983982,51.5
3378,"","Diseases of the nervous system","G00-G98","Montana",30,2010,2010,539,989415,54.5
3379,"","Diseases of the nervous system","G00-G98","Nebraska",31,1999,1999,622,1704764,36.5
3380,"","Diseases of the nervous system","G00-G98","Nebraska",31,2000,2000,622,1711263,36.3
3381,"","Diseases of the nervous system","G00-G98","Nebraska",31,2001,2001,739,1719836,43
3382,"","Diseases of the nervous system","G00-G98","Nebraska",31,2002,2002,760,1728292,44
3383,"","Diseases of the nervous system","G00-G98","Nebraska",31,2003,2003,801,1738643,46.1
3384,"","Diseases of the nervous system","G00-G98","Nebraska",31,2004,2004,782,1749370,44.7
3385,"","Diseases of the nervous system","G00-G98","Nebraska",31,2005,2005,829,1761497,47.1
3386,"","Diseases of the nervous system","G00-G98","Nebraska",31,2006,2006,844,1772693,47.6
3387,"","Diseases of the nervous system","G00-G98","Nebraska",31,2007,2007,889,1783440,49.8
3388,"","Diseases of the nervous system","G00-G98","Nebraska",31,2008,2008,1000,1796378,55.7
3389,"","Diseases of the nervous system","G00-G98","Nebraska",31,2009,2009,956,1812683,52.7
3390,"","Diseases of the nervous system","G00-G98","Nebraska",31,2010,2010,986,1826341,54
3391,"","Diseases of the nervous system","G00-G98","Nevada",32,1999,1999,395,1934718,20.4
3392,"","Diseases of the nervous system","G00-G98","Nevada",32,2000,2000,394,1998257,19.7
3393,"","Diseases of the nervous system","G00-G98","Nevada",32,2001,2001,469,2098399,22.4
3394,"","Diseases of the nervous system","G00-G98","Nevada",32,2002,2002,525,2173791,24.2
3395,"","Diseases of the nervous system","G00-G98","Nevada",32,2003,2003,588,2248850,26.1
3396,"","Diseases of the nervous system","G00-G98","Nevada",32,2004,2004,589,2346222,25.1
3397,"","Diseases of the nervous system","G00-G98","Nevada",32,2005,2005,652,2432143,26.8
3398,"","Diseases of the nervous system","G00-G98","Nevada",32,2006,2006,587,2522658,23.3
3399,"","Diseases of the nervous system","G00-G98","Nevada",32,2007,2007,562,2601072,21.6
3400,"","Diseases of the nervous system","G00-G98","Nevada",32,2008,2008,618,2653630,23.3
3401,"","Diseases of the nervous system","G00-G98","Nevada",32,2009,2009,668,2684665,24.9
3402,"","Diseases of the nervous system","G00-G98","Nevada",32,2010,2010,673,2700551,24.9
3403,"","Diseases of the nervous system","G00-G98","New Hampshire",33,1999,1999,451,1222014,36.9
3404,"","Diseases of the nervous system","G00-G98","New Hampshire",33,2000,2000,475,1235786,38.4
3405,"","Diseases of the nervous system","G00-G98","New Hampshire",33,2001,2001,473,1255517,37.7
3406,"","Diseases of the nervous system","G00-G98","New Hampshire",33,2002,2002,481,1269089,37.9
3407,"","Diseases of the nervous system","G00-G98","New Hampshire",33,2003,2003,496,1279840,38.8
3408,"","Diseases of the nervous system","G00-G98","New Hampshire",33,2004,2004,533,1290121,41.3
3409,"","Diseases of the nervous system","G00-G98","New Hampshire",33,2005,2005,591,1298492,45.5
3410,"","Diseases of the nervous system","G00-G98","New Hampshire",33,2006,2006,602,1308389,46
3411,"","Diseases of the nervous system","G00-G98","New Hampshire",33,2007,2007,647,1312540,49.3
3412,"","Diseases of the nervous system","G00-G98","New Hampshire",33,2008,2008,600,1315906,45.6
3413,"","Diseases of the nervous system","G00-G98","New Hampshire",33,2009,2009,622,1316102,47.3
3414,"","Diseases of the nervous system","G00-G98","New Hampshire",33,2010,2010,651,1316470,49.5
3415,"","Diseases of the nervous system","G00-G98","New Jersey",34,1999,1999,2191,8359592,26.2
3416,"","Diseases of the nervous system","G00-G98","New Jersey",34,2000,2000,2534,8414350,30.1
3417,"","Diseases of the nervous system","G00-G98","New Jersey",34,2001,2001,2624,8492671,30.9
3418,"","Diseases of the nervous system","G00-G98","New Jersey",34,2002,2002,2832,8552643,33.1
3419,"","Diseases of the nervous system","G00-G98","New Jersey",34,2003,2003,2910,8601402,33.8
3420,"","Diseases of the nervous system","G00-G98","New Jersey",34,2004,2004,2936,8634561,34
3421,"","Diseases of the nervous system","G00-G98","New Jersey",34,2005,2005,3195,8651974,36.9
3422,"","Diseases of the nervous system","G00-G98","New Jersey",34,2006,2006,3034,8661679,35
3423,"","Diseases of the nervous system","G00-G98","New Jersey",34,2007,2007,3300,8677885,38
3424,"","Diseases of the nervous system","G00-G98","New Jersey",34,2008,2008,3323,8711090,38.1
3425,"","Diseases of the nervous system","G00-G98","New Jersey",34,2009,2009,3324,8755602,38
3426,"","Diseases of the nervous system","G00-G98","New Jersey",34,2010,2010,3410,8791894,38.8
3427,"","Diseases of the nervous system","G00-G98","New Mexico",35,1999,1999,469,1808082,25.9
3428,"","Diseases of the nervous system","G00-G98","New Mexico",35,2000,2000,536,1819046,29.5
3429,"","Diseases of the nervous system","G00-G98","New Mexico",35,2001,2001,592,1831690,32.3
3430,"","Diseases of the nervous system","G00-G98","New Mexico",35,2002,2002,605,1855309,32.6
3431,"","Diseases of the nervous system","G00-G98","New Mexico",35,2003,2003,678,1877574,36.1
3432,"","Diseases of the nervous system","G00-G98","New Mexico",35,2004,2004,648,1903808,34
3433,"","Diseases of the nervous system","G00-G98","New Mexico",35,2005,2005,662,1932274,34.3
3434,"","Diseases of the nervous system","G00-G98","New Mexico",35,2006,2006,715,1962137,36.4
3435,"","Diseases of the nervous system","G00-G98","New Mexico",35,2007,2007,699,1990070,35.1
3436,"","Diseases of the nervous system","G00-G98","New Mexico",35,2008,2008,763,2010662,37.9
3437,"","Diseases of the nervous system","G00-G98","New Mexico",35,2009,2009,759,2036802,37.3
3438,"","Diseases of the nervous system","G00-G98","New Mexico",35,2010,2010,739,2059179,35.9
3439,"","Diseases of the nervous system","G00-G98","New York",36,1999,1999,3281,18882725,17.4
3440,"","Diseases of the nervous system","G00-G98","New York",36,2000,2000,3538,18976457,18.6
3441,"","Diseases of the nervous system","G00-G98","New York",36,2001,2001,3636,19082838,19.1
3442,"","Diseases of the nervous system","G00-G98","New York",36,2002,2002,3843,19137800,20.1
3443,"","Diseases of the nervous system","G00-G98","New York",36,2003,2003,3926,19175939,20.5
3444,"","Diseases of the nervous system","G00-G98","New York",36,2004,2004,4045,19171567,21.1
3445,"","Diseases of the nervous system","G00-G98","New York",36,2005,2005,4210,19132610,22
3446,"","Diseases of the nervous system","G00-G98","New York",36,2006,2006,4310,19104631,22.6
3447,"","Diseases of the nervous system","G00-G98","New York",36,2007,2007,4275,19132335,22.3
3448,"","Diseases of the nervous system","G00-G98","New York",36,2008,2008,4780,19212436,24.9
3449,"","Diseases of the nervous system","G00-G98","New York",36,2009,2009,4962,19307066,25.7
3450,"","Diseases of the nervous system","G00-G98","New York",36,2010,2010,5254,19378102,27.1
3451,"","Diseases of the nervous system","G00-G98","North Carolina",37,1999,1999,2554,7949361,32.1
3452,"","Diseases of the nervous system","G00-G98","North Carolina",37,2000,2000,2902,8049313,36.1
3453,"","Diseases of the nervous system","G00-G98","North Carolina",37,2001,2001,2944,8210122,35.9
3454,"","Diseases of the nervous system","G00-G98","North Carolina",37,2002,2002,3190,8326201,38.3
3455,"","Diseases of the nervous system","G00-G98","North Carolina",37,2003,2003,3441,8422501,40.9
3456,"","Diseases of the nervous system","G00-G98","North Carolina",37,2004,2004,3478,8553152,40.7
3457,"","Diseases of the nervous system","G00-G98","North Carolina",37,2005,2005,3935,8705407,45.2
3458,"","Diseases of the nervous system","G00-G98","North Carolina",37,2006,2006,3735,8917270,41.9
3459,"","Diseases of the nervous system","G00-G98","North Carolina",37,2007,2007,4069,9118037,44.6
3460,"","Diseases of the nervous system","G00-G98","North Carolina",37,2008,2008,4219,9309449,45.3
3461,"","Diseases of the nervous system","G00-G98","North Carolina",37,2009,2009,4425,9449566,46.8
3462,"","Diseases of the nervous system","G00-G98","North Carolina",37,2010,2010,4615,9535483,48.4
3463,"","Diseases of the nervous system","G00-G98","North Dakota",38,1999,1999,267,644259,41.4
3464,"","Diseases of the nervous system","G00-G98","North Dakota",38,2000,2000,344,642200,53.6
3465,"","Diseases of the nervous system","G00-G98","North Dakota",38,2001,2001,330,639062,51.6
3466,"","Diseases of the nervous system","G00-G98","North Dakota",38,2002,2002,406,638168,63.6
3467,"","Diseases of the nervous system","G00-G98","North Dakota",38,2003,2003,469,638817,73.4
3468,"","Diseases of the nervous system","G00-G98","North Dakota",38,2004,2004,431,644705,66.9
3469,"","Diseases of the nervous system","G00-G98","North Dakota",38,2005,2005,430,646089,66.6
3470,"","Diseases of the nervous system","G00-G98","North Dakota",38,2006,2006,447,649422,68.8
3471,"","Diseases of the nervous system","G00-G98","North Dakota",38,2007,2007,523,652822,80.1
3472,"","Diseases of the nervous system","G00-G98","North Dakota",38,2008,2008,431,657569,65.5
3473,"","Diseases of the nervous system","G00-G98","North Dakota",38,2009,2009,498,664968,74.9
3474,"","Diseases of the nervous system","G00-G98","North Dakota",38,2010,2010,510,672591,75.8
3475,"","Diseases of the nervous system","G00-G98","Ohio",39,1999,1999,3911,11335454,34.5
3476,"","Diseases of the nervous system","G00-G98","Ohio",39,2000,2000,4141,11353140,36.5
3477,"","Diseases of the nervous system","G00-G98","Ohio",39,2001,2001,4285,11387404,37.6
3478,"","Diseases of the nervous system","G00-G98","Ohio",39,2002,2002,4710,11407889,41.3
3479,"","Diseases of the nervous system","G00-G98","Ohio",39,2003,2003,5083,11434788,44.5
3480,"","Diseases of the nervous system","G00-G98","Ohio",39,2004,2004,4994,11452251,43.6
3481,"","Diseases of the nervous system","G00-G98","Ohio",39,2005,2005,5715,11463320,49.9
3482,"","Diseases of the nervous system","G00-G98","Ohio",39,2006,2006,5894,11481213,51.3
3483,"","Diseases of the nervous system","G00-G98","Ohio",39,2007,2007,5993,11500468,52.1
3484,"","Diseases of the nervous system","G00-G98","Ohio",39,2008,2008,6710,11515391,58.3
3485,"","Diseases of the nervous system","G00-G98","Ohio",39,2009,2009,6337,11528896,55
3486,"","Diseases of the nervous system","G00-G98","Ohio",39,2010,2010,6634,11536504,57.5
3487,"","Diseases of the nervous system","G00-G98","Oklahoma",40,1999,1999,1093,3437147,31.8
3488,"","Diseases of the nervous system","G00-G98","Oklahoma",40,2000,2000,1165,3450654,33.8
3489,"","Diseases of the nervous system","G00-G98","Oklahoma",40,2001,2001,1187,3467100,34.2
3490,"","Diseases of the nervous system","G00-G98","Oklahoma",40,2002,2002,1324,3489080,37.9
3491,"","Diseases of the nervous system","G00-G98","Oklahoma",40,2003,2003,1417,3504892,40.4
3492,"","Diseases of the nervous system","G00-G98","Oklahoma",40,2004,2004,1460,3525233,41.4
3493,"","Diseases of the nervous system","G00-G98","Oklahoma",40,2005,2005,1712,3548597,48.2
3494,"","Diseases of the nervous system","G00-G98","Oklahoma",40,2006,2006,1595,3594090,44.4
3495,"","Diseases of the nervous system","G00-G98","Oklahoma",40,2007,2007,1615,3634349,44.4
3496,"","Diseases of the nervous system","G00-G98","Oklahoma",40,2008,2008,1740,3668976,47.4
3497,"","Diseases of the nervous system","G00-G98","Oklahoma",40,2009,2009,1633,3717572,43.9
3498,"","Diseases of the nervous system","G00-G98","Oklahoma",40,2010,2010,1694,3751351,45.2
